ID,Val,NROW,NCOL,NIR,NIC
1,33.03612804128378,1,1,2,7
2,-5.608384843847213,1,3,3,6
3,-5.16101634626355,1,4,4,13
4,-5.553349914913411,1,5,108,10
5,30.40056878642193,2,2,6,8
6,-24.575190734498587,2,3,110,9
7,-5.36290288027014,3,1,8,12
8,-24.057603612006403,3,2,9,201
9,56.90539598364622,3,3,10,16
10,-23.020029691849796,3,5,11,17
11,-4.464859799519876,3,11,112,43
12,-4.795450706227179,4,1,13,15
13,12.26932040823015,4,4,14,23
14,-7.473869702002973,4,6,116,18
15,-5.20112220099766,5,1,16,203
16,-22.613563520821014,5,3,17,42
17,84.60447459438261,5,5,18,24
18,-11.281474408468634,5,6,19,25
19,-22.55094225113611,5,7,20,27
20,-5.215280944313844,5,8,21,30
21,-1.9547718026685041,5,9,22,31
22,-15.78731946597684,5,27,117,28
23,-7.609226506082295,6,4,24,216
24,-11.053296875672904,6,5,25,26
25,18.6625233817552,6,6,123,211
26,-22.384797235543846,7,5,27,29
27,27.0006970897472,7,7,28,99
28,-4.615899854203345,7,27,125,95
29,-5.215280944313843,8,5,30,33
30,20.67066483823572,8,8,31,34
31,-9.98709737827093,8,9,32,35
32,-5.468286515650948,8,10,127,41
33,-1.954771802668504,9,5,34,98
34,-9.98709737827093,9,8,35,40
35,45.25273908830992,9,9,36,61
36,-11.23279304729497,9,16,37,60
37,-4.318980778065823,9,19,38,69
38,-11.901972682041054,9,20,39,74
39,-5.857123399968644,9,21,130,75
40,-5.468286515650948,10,8,41,213
41,5.468286515650948,10,10,137,222
42,-4.464859799519876,11,3,43,202
43,27.384196416933026,11,11,44,48
44,-8.089297534668942,11,12,45,49
45,-3.524388259010418,11,13,46,51
46,-6.749834250873307,11,14,47,52
47,-4.555816572860483,11,15,138,59
48,-8.08929753466894,12,11,49,50
49,8.089297534668942,12,12,143,232
50,-3.471939509157776,13,11,51,53
51,5.912190842657635,13,13,52,54
52,-2.440251333499859,13,14,144,55
53,-6.63306412997415,14,11,54,58
54,-2.4316105213658052,14,13,55,233
55,17.27671062209378,14,14,56,64
56,-3.9570840672039354,14,17,57,65
57,-4.254951903549889,14,22,147,81
58,-4.511931889543489,15,11,59,207
59,9.780937032169522,15,15,60,62
60,-5.269005142626034,15,16,152,63
