ID,Val,NROW,NCOL,NIR,NIC
1,33.146972904745404,1,1,2,7
2,-5.43126129352805,1,3,3,6
3,-5.037113307034557,1,4,4,13
4,-5.346718982624871,1,5,108,10
5,29.50044794896375,2,2,6,8
6,-23.530872629062802,2,3,110,9
7,-5.43126129352805,3,1,8,12
8,-23.530872629062802,3,2,9,201
9,55.464592852878944,3,3,10,16
10,-22.311203565481225,3,5,11,17
11,-4.191255364806867,3,11,112,43
12,-5.0371133070345575,4,1,13,15
13,12.560873902975992,4,4,14,23
14,-7.523760595941433,4,6,116,18
15,-5.346718982624871,5,1,16,203
16,-22.311203565481225,5,3,17,42
17,83.15225396877076,5,5,18,24
18,-11.026114410728137,5,6,19,25
19,-22.232704402515722,5,7,20,27
20,-4.915840805411357,5,8,21,30
21,-1.8561002591115958,5,9,22,31
22,-15.463571542897855,5,27,117,28
23,-7.523760595941433,6,4,24,216
24,-11.026114410728137,6,5,25,26
25,18.549875006669573,6,6,123,211
26,-22.232704402515722,7,5,27,29
27,26.818927207576735,7,7,28,99
28,-4.586222805061008,7,27,125,95
29,-4.915840805411357,8,5,30,33
30,19.208672973243523,8,8,31,34
31,-9.090909090909092,8,9,32,35
32,-5.201923076923077,8,10,127,41
33,-1.8561002591115958,9,5,34,98
34,-9.090909090909092,9,8,35,40
35,41.63129977555485,9,9,36,61
36,-10.317447719844054,9,16,37,60
37,-3.98535828943083,9,19,38,69
38,-10.980714112929826,9,20,39,74
39,-5.400770303329454,9,21,130,75
40,-5.201923076923077,10,8,41,213
41,5.201923076923077,10,10,137,222
42,-4.191255364806867,11,3,43,202
43,25.216315881210384,11,11,44,48
44,-7.6499999999999995,11,12,45,49
45,-3.1734252729654173,11,13,46,51
46,-6.09727586432626,11,14,47,52
47,-4.1043593791118465,11,15,138,59
48,-7.6499999999999995,12,11,49,50
49,7.6499999999999995,12,12,143,232
50,-3.1734252729654173,13,11,51,53
51,5.4242993323350674,13,13,52,54
52,-2.2508740593696497,13,14,144,55
53,-6.09727586432626,14,11,54,58
54,-2.2508740593696497,14,13,55,233
55,16.01163373210796,14,14,56,64
56,-3.687418931630696,14,17,57,65
57,-3.9760648767813542,14,22,147,81
58,-4.1043593791118465,15,11,59,207
59,8.94513365126506,15,15,60,62
60,-4.8407742721532125,15,16,152,63
61,-10.317447719844054,16,9,62,70
62,-4.8407742721532125,16,15,63,235
63,15.158221991997266,16,16,155,226
64,-3.687418931630696,17,14,65,80
65,9.906177730909668,17,17,66,67
66,-6.21875879927897,17,18,158,68
67,-6.21875879927897,18,17,68,242
68,17.98346468163191,18,18,69,71
69,-11.764705882352942,18,19,161,72
70,-3.98535828943083,19,9,71,73
71,-11.764705882352942,19,18,72,252
72,15.750064171783773,19,19,164,227
73,-10.980714112929826,20,9,74,76
74,45.10843276170353,20,20,75,77
75,-34.12771864877371,20,21,167,78
76,-5.400770303329454,21,9,77,214
77,-34.12771864877371,21,20,78,228
78,43.4828918151792,21,21,79,83
79,-3.9544028630760386,21,23,170,82
80,-3.9760648767813542,22,14,81,234
81,6.965303617315431,22,22,82,84
82,-2.989238740534077,22,23,174,85
83,-3.9544028630760386,23,21,84,229
84,-2.989238740534077,23,22,85,243
85,9.231263657315171,23,23,86,87
86,-2.2876220537050544,23,24,177,88
87,-2.2876220537050544,24,23,88,265
88,7.8649787619696205,24,24,89,91
89,-1.817144046347502,24,25,90,92
90,-3.7602126619170635,24,26,181,94
91,-1.817144046347502,25,24,92,93
92,1.8171440463475022,25,25,185,275
93,-3.7602126619170635,26,24,94,272
94,9.543921944647519,26,26,95,100
95,-2.6087319475749227,26,27,96,101
96,-1.8810058403578158,26,28,97,103
97,-1.2939714947977172,26,29,187,104
98,-15.463571542897855,27,5,99,206
99,-4.586222805061008,27,7,100,212
100,-2.6087319475749227,27,26,101,102
101,22.658526295533786,27,27,192,215
102,-1.8810058403578158,28,26,103,105
103,3.604364401207048,28,28,104,106
104,-1.7233585608492321,28,29,195,107
105,-1.2939714947977172,29,26,106,276
106,-1.7233585608492321,29,28,107,282
107,3.0173300556469496,29,29,198,283
108,-1.782279180950484,1,31,109,111
109,-1.7620214003999157,1,32,-1,114
110,9.643866718953065,2,30,111,112
111,-8.19544904231211,2,31,-1,113
112,-8.19544904231211,3,30,113,294
113,16.23735422493423,3,31,114,117
114,-6.41312373017456,3,32,115,118
115,2.566403733459951e-16,3,36,-1,139
116,-2.9835602363216043,4,33,-1,119
117,-6.41312373017456,5,31,118,138
118,22.2028616676391,5,32,119,123
119,-3.5902104239809933,5,33,120,124
120,3.0100843537324828e-16,5,34,121,128
121,1.1365336206087944e-16,5,35,122,129
122,-4.362844058012919,5,51,-1,126
123,-3.5902104239809933,6,32,124,125
124,6.514690259583353,6,33,-1,302
125,-6.352201257861635,7,32,126,127
126,-1.4584188520094012,7,51,-1,189
127,3.0100843537324828e-16,8,32,128,130
128,2.321622129193691e-15,8,34,129,131
129,5.566576359760697e-16,8,35,-1,132
130,1.1365336206087944e-16,9,32,131,192
131,5.566576359760697e-16,9,34,132,137
132,13.462042814524228,9,35,133,155
133,-3.9560391257153524,9,40,134,154
134,-1.7848303152666307,9,43,135,163
135,-5.101853820159655,9,44,136,168
136,-2.619319553382598,9,45,-1,169
137,3.185259222782298e-16,10,34,-1,303
138,2.566403733459951e-16,11,31,139,295
139,6.573961583776151,11,36,140,143
140,-1.5265676088395594,11,37,141,145
141,-3.0953961826564322,11,38,142,146
142,-1.9519977922801697,11,39,-1,153
143,4.684274006738626e-16,12,36,-1,144
144,-1.5265676088395594,13,36,145,147
145,4.017519872839019,13,37,146,148
146,-2.490952263999462,13,38,-1,149
147,-3.0953961826564322,14,36,148,152
148,-2.490952263999462,14,37,149,320
149,9.36549854596475,14,38,150,158
150,-1.810801150407203,14,41,151,159
151,-1.9683489489016628,14,46,-1,175
152,-1.9519977922801697,15,36,153,299
153,3.27106472863393,15,39,154,156
154,-1.3190669363537628,15,40,-1,157
155,-3.9560391257153524,16,35,156,164
156,-1.3190669363537628,16,39,157,322
157,5.275106062069114,16,40,-1,314
158,-1.810801150407203,17,38,159,174
159,4.886487584415918,17,41,160,161
160,-3.075686434008717,17,42,-1,162
161,-3.075686434008717,18,41,162,329
162,8.958039375185187,18,42,163,165
163,-5.882352941176471,18,43,-1,166
164,-1.7848303152666307,19,35,165,167
165,-5.882352941176471,19,42,166,339
166,7.667183256443099,19,43,-1,315
167,-5.101853820159655,20,35,168,170
168,21.876495189895877,20,44,169,171
169,-16.774641369736244,20,45,-1,172
170,-2.619319553382598,21,35,171,304
171,-16.774641369736244,21,44,172,316
172,21.934499075374376,21,45,173,177
173,-2.5405381522555563,21,47,-1,176
174,-1.9683489489016628,22,38,175,321
175,3.429754555384986,22,46,176,178
176,-1.4614056064833263,22,47,-1,179
177,-2.5405381522555563,23,45,178,317
178,-1.4614056064833263,23,46,179,330
179,5.311836702613132,23,47,180,181
180,-1.3098929438742488,23,48,-1,182
181,-1.3098929438742488,24,47,182,352
182,4.495715080321988,24,48,183,185
183,-1.2165301194494855,24,49,184,186
184,-1.969292016998251,24,50,-1,188
185,-1.2165301194494855,25,48,186,187
186,1.2165301194494857,25,49,-1,362
187,-1.969292016998251,26,48,188,359
188,3.652281470778588,26,50,189,193
189,1.597387614715535e-16,26,51,190,194
190,-0.9955335509526799,26,52,191,196
191,-0.6874559028276573,26,53,-1,197
192,-4.362844058012919,27,32,193,298
193,1.597387614715535e-16,27,50,194,195
194,5.792383328794407,27,51,-1,305
