ID,Val,NROW,NCOL,NIR,NIC
1,44.90716980230513,1,1,2,3
2,-10.423004200644888,1,2,-1,4
3,-10.42300420064489,2,1,4,-1
4,52.028108826781505,2,2,5,7
5,-24.608191126279863,2,3,6,8
6,-16.996913499856745,2,14,205,55
7,-24.608191126279863,3,2,8,61
8,41.13818432262373,3,3,9,12
9,-6.1883944163804925,3,4,10,13
10,-6.106176061971119,3,5,11,14
11,-4.2354227179922574,3,17,207,71
12,-6.1883944163804925,4,3,13,15
13,18.699821764339504,4,4,14,16
14,-12.511427347959009,4,5,210,17
15,-6.106176061971119,5,3,16,70
16,-12.511427347959009,5,4,17,383
17,33.35227773875846,5,5,18,20
18,-9.252128841169938,5,6,19,21
19,-5.4825454876583954,5,7,212,22
20,-9.252128841169938,6,5,21,24
21,38.80781803642985,6,6,22,25
22,-13.596952105878216,6,7,23,26
23,-15.958737089381696,6,28,215,104
24,-5.4825454876583954,7,5,25,384
25,-13.596952105878216,7,6,26,105
26,37.86067844435941,7,7,27,28
27,-18.7811808508228,7,8,217,29
28,-18.7811808508228,8,7,29,391
29,52.47155494801902,8,8,30,35
30,-5.567876578318504,8,9,31,36
31,-10.577495837936635,8,10,32,40
32,-3.2166575828038306,8,11,33,37
33,-5.676450392831337,8,12,34,41
34,-8.651893705305907,8,54,218,193
35,-5.567876578318504,9,8,36,39
36,28.34308709470779,9,9,37,45
37,-7.673120387115401,9,11,38,46
38,-15.102090129273892,9,50,222,181
39,-10.577495837936635,10,8,40,44
40,31.299016147172125,10,10,41,51
41,-12.50100332506195,10,12,42,47
42,-1.3980245912525602,10,40,43,148
43,-6.822492392920982,10,42,224,150
44,-3.216657582803831,11,8,45,50
45,-7.673120387115401,11,9,46,182
46,44.1891913415872,11,11,47,52
47,-15.993631888373306,11,12,48,53
48,-11.901238734353567,11,15,49,67
49,-5.404542748941088,11,16,228,69
50,-5.676450392831337,12,8,51,194
51,-12.50100332506195,12,10,52,147
52,-15.993631888373306,12,11,53,66
53,71.61263671960037,12,12,54,57
54,-21.090484983963453,12,13,55,58
55,-10.50123138720179,12,14,56,59
56,-5.849834742168533,12,48,232,140
57,-21.090484983963453,13,12,58,62
58,52.86162377726262,13,13,59,63
59,-16.653980818998324,13,14,60,64
60,-15.117157974300833,13,45,237,165
61,-16.996913499856745,14,2,62,381
62,-10.50123138720179,14,12,63,174
63,-16.653980818998324,14,13,64,164
64,65.20868181816996,14,14,65,161
65,-10.049140296047673,14,44,241,160
66,-11.901238734353567,15,11,67,68
67,16.71592803137837,15,15,245,419
68,-5.404542748941088,16,11,69,395
69,14.58818618286497,16,16,246,421
70,-4.2354227179922574,17,3,71,382
71,5.240195756631281,17,17,72,73
72,-1.004773038639024,17,18,247,74
73,-1.004773038639024,18,17,74,385
74,2.6214915470858196,18,18,75,76
75,-1.6167185084467957,18,19,250,77
76,-1.6167185084467957,19,18,77,424
77,2.8511369078974305,19,19,78,79
78,-1.2344183994506346,19,20,253,80
79,-1.2344183994506346,20,19,80,427
80,7.358161985221775,20,20,81,82
81,-6.123743585771142,20,21,256,83
82,-6.123743585771142,21,20,83,430
