ID,Val,NROW,NCOL,NIR,NIC
1,28.389638538596575,1,1,2,4
2,-8.490126036127439,1,2,3,5
3,-19.89951250246913,1,3,464,8
4,-8.532655393553314,2,1,5,7
5,22.76890488461764,2,2,6,40
6,-14.236249491064326,2,12,466,10
7,-20.07648555505565,3,1,8,691
8,33.98086245444216,3,3,9,14
9,-8.423904710804692,3,5,10,12
10,-5.480472188581809,3,12,467,25
11,132.69931160082632,4,4,12,15
12,-119.43971755608534,4,5,13,16
13,-13.25959404474098,4,11,469,19
14,-8.693151745025512,5,3,15,41
15,-119.83477419342799,5,4,16,35
16,198.31241083951704,5,5,17,20
17,-17.70188590417361,5,6,18,21
18,-38.57021899343833,5,8,19,27
19,-13.512380003451591,5,11,471,37
20,-17.339134381102326,6,5,21,26
21,62.32128293946034,6,6,22,23
22,-44.982148558358,6,7,474,24
23,-44.83098094885809,7,6,24,701
24,71.94325812356867,7,7,25,42
25,-27.11227717471057,7,12,476,38
26,-38.57021899343833,8,5,27,36
27,92.67120078983257,8,8,28,30
28,-34.19077013929524,8,9,29,31
29,-19.910211657098998,8,30,477,67
30,-34.93204518512208,9,8,31,114
31,68.3891592179807,9,9,32,33
32,-33.45711403285863,9,10,480,34
33,-34.217092414119826,10,9,34,708
34,34.21709241411983,10,10,481,709
35,-12.905653276558182,11,4,36,699
36,-13.100209486570353,11,5,37,696
37,83.78830238485978,11,11,38,43
38,-45.72357507165198,11,12,39,44
39,-12.058864550079262,11,13,482,49
40,-14.375307565596021,12,2,41,692
41,-5.512716965544821,12,3,42,695
42,-27.028426518316106,12,7,43,705
43,-45.48291748576855,12,11,44,48
44,122.63682757265124,12,12,45,51
45,-12.662168231112142,12,14,46,52
46,-11.004512180948687,12,16,47,61
47,-6.570778625364926,12,116,485,460
48,-11.883196660698871,13,11,49,703
49,15.413388668300106,13,13,50,54
50,-3.530192007601236,13,15,492,53
51,-12.558195250360638,14,12,52,60
52,17.04725486511871,14,14,53,55
53,-4.489059614758063,14,15,494,56
54,-3.5157350080573857,15,13,55,714
55,-4.465578683450684,15,14,56,719
56,56.669503254023404,15,15,57,63
57,-20.02306843775808,15,17,58,62
58,-21.695489275287716,15,19,59,72
59,-6.969631849469532,15,33,495,130
60,-10.96654392413979,16,12,61,459
